,movie_id,original_title,tags
255,13700,home on the range,"greedi outlaw scheme take possess ""patch heaven"" dairi farm, three determin cows, karate-kick stallion color corral critter join forc save home. stake sky-high unlik anim allianc risk hide match wit mysteri band bad guys. farm cow anim [ { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } ] roseannebarr judidench willfinn"
256,262504,allegiant,"beatric prior tobia eaton ventur world outsid fenc taken protect custodi mysteri agenc known bureau genet welfare. basedonnovel revolut dystopia sequel dystopicfutur youngadult basedonyoungadultnovel [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] shailenewoodley theojam robertschwentk"
257,39254,real steel,"near-future, charli kenton washed-up fighter retir ring robot took sport. charlie' robot trashed, reluctantli team estrang son max rebuild train unlik contender. fathersonrelationship fight sport robot prizefight fathersonreunion robotfight [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] hughjackman dakotagoyo shawnlevi"
258,77931,the smurfs 2,"evil wizard gargamel creat coupl mischiev smurf-lik creatur call naughti hope let har all-powerful, magic smurf-essence. discov real smurf give wants, secret spell smurfett know turn naughti real smurfs, gargamel kidnap smurfett bring paris, win ador million world¹ greatest sorcerer. papa, clumsy, grouchy, vaniti return world, reunit human friend patrick grace winslow, rescu her! smurfette, alway felt differ smurfs, find new connect naughti vexi hacku smurf convinc love true blue? basedoncartoon anim smurf [ { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 6 , "" n e "" : "" n n "" } ] hankazaria neilpatrickharri rajagosnel"
259,1639,speed 2: cruise control,"sandra bullock jason patric star young coupl whose dream cruis turn terror lunat comput geniu (willem dafoe) set new cours destruction. boat cruis comput disast diamond collisioncours [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] sandrabullock jasonpatr jandebont"
260,80274,ender's game,"base classic novel orson scott card, ender' game stori earth' gift children train defend homeplanet space war future. basedonnovel intoler chosenon childprodigi futurist space sciencefict alieninvas militaryschool moralitytal basedonyoungadultnovel [ { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] asabutterfield harrisonford gavinhood"
261,1571,live free or die hard,"john mcclane back badder ever, time he' work homeland security. call servic young hacker bid stop ring internet terrorist intent take control america' comput infrastructure. usa washingtond.c. helicopt hostag fbi kidnap hacker satellit transportofprison trafficjam fistfight ex-cop sequel suspens shootout explos violenc cellphon carchas policecar walkietalki basedonarticl cyberterror actionhero powerpl [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] brucewilli justinlong lenwiseman"
262,120,the lord of the rings: the fellowship of the ring,"young hobbit frodo baggins, inherit mysteri ring uncl bilbo, must leav home order keep fall hand evil creator. along way, fellowship form protect ringbear make sure ring arriv final destination: mt. doom, place destroyed. elv dwarv orc middle-earth(tolkien) hobbit basedonnovel mountain firework castl volcano password deathofafriend uncl mirror wizard swordandsorceri [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } ] elijahwood ianmckellen peterjackson"
263,10204,around the world in 80 days,"bet pit british inventor, chines thief french artist worldwid adventur circl globe 80 days. pari londonengland newyork julesvern sanfrancisco istanbul hotairballoon journeyroundtheworld [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] jackiechan stevecoogan frankcoraci"
264,8489,ali,"1964, brash new pro boxer, fresh olymp gold medal victory, explod scene; cassiu clay. bold outspoken, cut entir new imag african american sport proud public self confid unapologet belief greatest boxer time. yet top game, ali' person profession live face ultim test. usa transport boxer biographi muhammad [ { "" "" : 1 8 , "" n e "" : "" r "" } ] willsmith jamiefoxx michaelmann"
265,10588,the cat in the hat,"conrad salli walden home alon pet fish. rain outside, noth do. cat hat walk front door. introduc imagination, first fun games, thing get hand, cat must go, go, go, parent get back. cat brothersisterrelationship boredom chao stepfath basedonchildren'sbook [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } ] mikemy dakotafan bowelch"
266,2048,"i, robot","2035, robot common-plac abid three law robotics, techno-phob cop investig appar suicide. suspect robot may respons death, investig lead believ human may danger. suicid artificialintellig manvsmachin chicago basedonnovel hero futur law dystopia polic murder robot 3d humanoidrobot [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] willsmith bridgetmoynahan alexproya"
267,1495,kingdom of heaven,"wife dies, blacksmith name balian thrust royalty, polit intrigu bloodi holi war crusades. crusad epic knight swordsman orderofthetemplar religi knighttemplar saladin kingrichard [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 3 6 , "" n e "" : "" h r "" } , { "" "" : 1 0 7 5 2 , "" n e "" : "" w r "" } ] orlandobloom evagreen ridleyscott"
268,10137,stuart little,"adventur heroic debonair stalwart mous name stuart littl human qualities, face comic misadventur search lost bird friend live human famili child. brotherbrotherrelationship basedonnovel cat mous adopt orphanag stepbroth kidsandfamili newyorkcitytwintow gangster [ { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] michaelj.fox geenadavi robminkoff"
269,10198,the princess and the frog,"waitress, desper fulfil dream restaur owner, set journey turn frog princ back human being, face problem kiss him. basedonnovel voodoo kiss princess anim cajun firefli basedonfairytal duringcreditssting bigdream frogprinc charlatan [ { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 0 4 0 2 , "" n e "" : "" u c "" } ] anikanoniros brunocampo ronclement"
270,286217,the martian,"man mission mars, astronaut mark watney presum dead fierc storm left behind crew. watney surviv find strand alon hostil planet. meager supplies, must draw upon ingenuity, wit spirit subsist find way signal earth alive. basedonnovel mar nasa isol botanist strand spaceship space engin surviv astronaut scienc deepspaceexplor duringcreditssting battleforsurviv [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] mattdamon jessicachastain ridleyscott"
271,1635,the island,"2019, lincoln six-echo resid seemingli ""utopian"" contain facility. like inhabit carefully-control environment, lincoln hope chosen go island — reportedli last uncontamin locat planet. lincoln soon discov everyth exist lie. clone transplant loveofone'slif dystopia genet freedom escap clone plagu [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] ewanmcgregor scarlettjohansson michaelbay"
272,24113,town & country,"porter stoddard well-known new york architect crossroads... nexu twist turn lead myriad misstep wife ellie, other longtim friend mona husband griffin. decid direct take often lead unexpect encount hilari consequences. architect cellist friend anniversari [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] warrenbeatti dianekeaton peterchelsom"
273,9679,gone in sixty seconds,"upon learn come retir steal 50 car one night save brother kip' life, former car thief randal ""memphis"" rain enlist help ""boost happy"" pal accomplish seemingli imposs feat. countless car chase relentless cops, high-octan excit build randal swerv around roadblock keep kip alive. brotherbrotherrelationship detect carrac carthief blackmail brother remak heist betray organizedcrim shootout policechas explos violenc lockpick carchas stakeout illegaldrug carmovi stolencar fordmustang blacklight [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] nicolascag angelinajoli dominicsena"
274,98,gladiator,"year 180, death emperor marcu aureliu throw roman empir chaos. maximu one roman army' capabl trust gener key advisor emperor. marcus' deviou son commodu ascend throne, maximu set executed. escapes, captur slave traders. renam spaniard forc becom gladiator, maximu must battl death men amus pay audiences. battl skill serv well, becom one famou admir men fight colosseum. determin aveng man took away freedom laid wast family, maximu believ use fame skill ring aveng loss famili former glory. gladiat begin challeng rule, commodu decid put fight mettl test squar maximu battl death. rome gladiat arena senat romanempir emperor slaveri battlefield blood ancientworld fatherdaughterrelationship combat mothersonrelationship dreamsequ chariot philosoph barbarianhord 2ndcenturi successor [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] russellcrow joaquinphoenix ridleyscott"
275,180,minority report,"john anderton top 'precrime' cop late-21st century, technolog predict crime they'r committed. anderton becom quarri anoth investig target murder charge. self-fulfillingpropheci washingtond.c. evid futur hologram dystopia murder neo-noir futurenoir [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } ] tomcruis colinfarrel stevenspielberg"
276,672,harry potter and the chamber of secrets,"ignor threat life, harri return hogwart investig – aid ron hermion – mysteri seri attacks. flyingcar witch magic cuttingthecord childhero broom sorcerer'sapprentic schoolofwitchcraft giantsnak blackmag aftercreditssting [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } ] danielradcliff rupertgrint chriscolumbu"
277,36557,casino royale,"le chiffre, banker world' terrorists, schedul particip high-stak poker game montenegro, intend use win establish financi grip terrorist market. send bond – maiden mission 00 agent – attend game prevent le chiffr winning. help vesper lynd felix leiter, bond enter import poker game alreadi danger career. itali poker casino terrorist banker money freerun tortur britishsecretservic montenegro [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] danielcraig evagreen martincampbel"
278,869,planet of the apes,"spectacular crash-land unchart planet, brash astronaut leo davidson find trap savag world talk ape domin human race. desper find way home, leo must evad invinc gorilla armi led ruthless gener thade. gorilla spacemarin spacesuit revolut chimp slaveri spacetravel timetravel dystopia alienplanet ape humansubjug [ { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] markwahlberg timroth timburton"
279,280,terminator 2: judgment day,"nearli 10 year pass sinc sarah connor target termin cyborg future. son, john, futur leader resistance, target newer, deadli terminator. again, resist manag send protector back attempt save john mother sarah. cyborg shotgun post-apocalypt dystopia moralambigu mentalinstitut violenc fictionalwar morph nuclearweapon shapeshift savior catchphras [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] arnoldschwarzenegg lindahamilton jamescameron"
280,11322,public enemies,"depression-era bank robber john dillinger' charm audac endear much america' downtrodden public, he' also thorn side j. edgar hoover fledgl fbi. desper captur elus outlaw, hoover make dilling first public enemi number one assign top agent, melvin purvis, task bring dead alive. cinema hidingplac machinegun prisonguard escapefromprison dilling [ { "" "" : 3 6 , "" n e "" : "" h r "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } ] christianbal johnnydepp michaelmann"
281,4982,american gangster,"follow death employ mentor, bumpi johnson, frank luca establish number one import heroin harlem district manhattan. buy heroin directli sourc south east asia come uniqu way import drug unit states. base true story. underdog blackpeopl drugtraff drugsmuggl societi ambit riseandfal cop drugdeal policecorrupt gangster crime policedetect famili lawenforc aftercreditssting dishonesti criminalhero [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] denzelwashington russellcrow ridleyscott"
282,36955,true lies,"harri tasker secret agent unit state government. years, kept job wife, forc reveal ident tri stop nuclear terrorist wife kidnap them. spi terrorist florida gun kidnap horsebackrid floridakey secretag terroristplot topsecret womanwithglass hitwithatelephon truthserum mushroomcloud jackhamm keywest [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] arnoldschwarzenegg jamieleecurti jamescameron"
283,18487,the taking of pelham 1 2 3,"arm men hijack new york citi subway train, hold passeng hostag return ransom, turn ordinari day' work dispatch walter garber face-off mastermind behind crime. hostag newyorkc newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditssting [ { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] denzelwashington johntravolta tonyscott"
284,39451,little fockers,"taken 10 years, two littl focker wife pam countless hurdl greg final get tightli wound father-in-law, jack. cash-strap dad take job moonlight drug company, jack' suspicion favorit male nurs come roar back. greg pam' entir clan descend twins' birthday party, greg must prove skeptic jack he' fulli capabl man house. nurs cat father-in-law vomit kidsandfamili viagra duringcreditssting [ { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] robertdeniro benstil paulweitz"
285,27581,the other guys,"nypd detect christoph danson (johnson) p.k. highsmith (jackson) baddest belov cop new york city. get tattoos, men get tattoo them. two desk one back, sit detect allen gambl (ferrell) terri hoitz (wahlberg). seen background photo danson highsmith, focu eye closed. they'r heroes, they'r ""the guys."" everi cop day soon gambl hoitz stumbl seemingli innocu case detect want touch could turn nyc' biggest crime. opportun lives, guy right stuff? narrat ceo firetruck shotintheshould ziplin buddycomedi carjack aftercreditssting duringcreditssting [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] willferrel markwahlberg adammckay"
286,9268,eraser,"u.s. marshal john kruger eras ident peopl enrol wit protect program. current assign protect lee cullen, who' uncov evid weapon manufactur work sell terrorist groups. kruger discov there' corrupt agent within program, must guard life tri protect lee's. suicid ambush showdown hostag traitor newident hitman wit witnessprotect armsdeal decept betray treason conspiraci u.s.marsh gunfight train explos violenc sabotag corporatecrim rogueag assassinationattempt x-rayvis railgun [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] arnoldschwarzenegg jamescaan chuckrussel"
287,68718,django unchained,"help german bounti hunter, freed slave set rescu wife brutal mississippi plantat owner. bountyhunt hero plantat societi friendship friend reveng rivalri rescu shootout racism danger dentist django dualrol aftercreditssting oddcoupl blackslav deadli chasesandrac 19thcenturi [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 7 , "" n e "" : "" w e e r n "" } ] jamiefoxx christophwaltz quentintarantino"
288,10545,the hunchback of notre dame,"quasi defi evil frollo ventur festiv fools, cruel crowd jeer him. rescu fellow outcast gypsi esmeralda, quasi soon find battl save peopl citi loves. pari basedonnovel judg obsess danc sword mockeri ugli cathedr music fool bell religion orphan armycaptain festiv angrymob witchhunt 15thcenturi [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } ] tomhulc demimoor garytrousdal"
289,11688,the emperor's new groove,"kuzco self-cent emperor summon pacha villag tell home destroy make room kuzco' new summer home. kuzco' advisor, yzma, tri poison kuzco accident turn llama, accident end pacha' village. pacha offer help kuzco destroy house, form unlik partnership. centralandsouthamerica birthday emperor palac kingdom berat llama [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } ] davidspad johngoodman markdind"
290,76163,the expendables 2,"mr. church reunit expend easi paycheck, one men murder job, quest reveng put deep enemi territori unexpect threat. airplan numberintitl airplanecrash violenc beard ensemblecast lossoffriend wisecrackhumor airportloung asianwoman [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] sylvesterstallon jasonstatham simonwest"
291,2059,national treasure,"modern treasur hunters, led archaeologist ben gates, search chest rich rumor stash away georg washington, thoma jefferson benjamin franklin revolutionari war. chest' whereabout may lie secret clue embed constitut declar independence, gate race find gold enemi do. riddl treasur treasurehunt archaeologist archeolog [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } ] nicolascag dianekrug jonturteltaub"
292,2486,eragon,"homeland alagaesia, farm boy happen upon dragon' egg -- discoveri lead predestin journey realiz he' one person defend home evil king. basedonnovel mythicalcreatur dragon fantasyworld teenagehero basedonyoungadultnovel [ { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } ] edspel jeremyiron stefenfangmei"
293,16523,where the wild things are,"max imagin run away mom sail far-off land larg talk beast -- ira, carol, douglas, bull, judith alexand -- crown king, play rumpus, build fort discov secret hideaways. children'sbook igloo wolfcostum swallowedwhol hitwitharock lie fallingdownahil snowballfight children'sperspect [ { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } ] maxrecord catherinekeen spikejonz"
294,116711,epic,"teenag find transport deep forest set battl forc good forc evil take place. band togeth rag-tag group charact order save world -- ours. fantasi miniaturepeopl [ { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } ] joshhutcherson amandaseyfri chriswedg"
295,37710,the tourist,"american tourist frank (johnni depp) meet mysteri british woman elsi (angelina jolie) train venice. romanc seem bud, there' meet eye. remak 2005 french film ""anthoni zimmer"", written direct jérôme salle. pari hotel falseident undercoverag romanc [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 1 0 7 4 9 , "" n e "" : "" r n c e "" } ] johnnydepp angelinajoli florianhenckelvondonnersmarck"
296,9946,end of days,"decemb 28th, 1999, citizen new york citi get readi turn millennium. however, devil decid crash parti come city, inhabit man' body, search chosen bride, 20-year-old woman name christin york. world end, hope lie within atheist call jericho cane. christian sex newyear'sev pastor nuditi mephisto nightmar bibl satanist faith ex-cop anti-christ millenium atheist suspens priest hospit train newyorkc explos church violenc devil womaninjeopardi satan flashback stigmata [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 2 7 , "" n e "" : "" h r r r "" } , { "" "" : 9 6 4 8 , "" n e "" : "" e r "" } ] arnoldschwarzenegg gabrielbyrn peterhyam"
297,1372,blood diamond,"ex-mercenari turn smuggler. mend fisherman. amid explos civil war overtak 1999 sierra leone, men join two desper missions: recov rare pink diamond immens valu rescu fisherman' son conscript child soldier brutal rebel forc rip swath tortur bloodsh countrywide. rebel journalist journal lossoffamili slaveri mercenari diamondmin sierraleon bootlegg fisherman specialunit smuggl genocideinrwanda oppress [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } ] leonardodicaprio djimonhouns edwardzwick"
298,106646,the wolf of wall street,"new york stockbrok refus cooper larg secur fraud case involv corrupt wall street, corpor bank world mob infiltration. base jordan belfort' autobiography. corrupt sex sexual bank humor biographi wallstreet marriagecrisi riseandfal stockbrok drug stockbrok [ { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } ] leonardodicaprio jonahhil martinscorses"
299,414,batman forever,"dark knight gotham citi confront dastardli duo: two-fac riddler. formerli district attorney harvey dent, two-fac believ batman caus courtroom accid left disfigur one side. edward nygma, computer-geniu former employe millionair bruce wayne, get philanthropist; riddler. former circu acrobat dick grayson, famili kill two-face, becom wayne' ward batman' new partner robin. riddl dccomic rose gothamc partner superhero robin brokenneck psychologist violenc crimin districtattorney millionair fallingdownstair tiedup tommygun beretta knockedout superpow disfigur fatherfigur [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } ] valkilm tommyleejon joelschumach"
300,563,starship troopers,"set future, stori follow young soldier name johnni rico exploit mobil infantry. rico' militari career progress recruit non-commiss offic final offic backdrop interstellar war mankind arachnoid speci known ""the bugs"". moon asteroid spacemarin intellig buenosair spacebattl dystopia armi satir spaceship soldier drillinstructor militari [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] caspervandien dinamey paulverhoeven"
301,83542,cloud atlas,"set six nest stori span time 19th centuri distant post-apocalypt future. cloud atla explor action consequ individu live impact one anoth throughout past, present future. action, mysteri romanc weav stori one soul shape killer hero singl act kind rippl across centuri inspir revolut distant future. base award win novel david mitchell. direct tom tykwer wachowskis. clone futur dystopia ensemblecast duringcreditssting centuri womandirector 1930 [ { "" "" : 1 8 , "" n e "" : "" r "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] tomhank halleberri tomtykw"
302,41216,legend of the guardians: the owls of ga'hoole,"soren, young barn owl, kidnap owl st. aggie's, ostens orphanage, owlet brainwash becom soldiers. new friend escap island ga'hoole, assist noble, wise owl fight armi creat wick ruler st. aggie's. film base first three book series. owl [ { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } ] emilybarclay abbiecornish zacksnyd"
303,314,catwoman,"liquid discov corpor conspiracy, mild-mann graphic artist patienc phillip wash island, resurrect endow prowess cat -- eager use new skill ... vigilante. say ""cat mouse,"" handsom gumsho tom lone tail. whiterussian sex dccomic beauti sexism basketbal superheroin femaleprotagonist evilcorpor catwoman maskedsuperhero catladi [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } ] halleberri benjaminbratt pitof"
304,184315,hercules,"fourteen hundr year ago, torment soul walk earth neither man god. hercul power son god king zeus, receiv noth suffer entir life. twelv arduou labor loss family, dark, world-weari soul turn back god find solac bloodi battle. year warm compani six similar souls, bond love fight presenc death. men woman never question go fight whom, much paid. king thrace hire mercenari train men becom greatest armi time. time bunch lost soul final eye open far fallen must train armi becom ruthless blood thirsti reput become. mercenari battl ancientgreec hercul warrior sagen [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] dwaynejohnson ianmcshan brettratn"
305,9016,treasure planet,"space galleon cabin boy jim hawkin discov map intergalact ""loot thousand worlds,"" cyborg cook name john silver teach battl supernova space storms. but, soon, jim realiz silver pirat intent mutiny! cyborg basedonnovel spacemarin mutini lossoffath map pirategang treasurehunt littleboy space alien anim money treasuremap planet troubledteen spacepir [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 1 6 , "" n e "" : "" n n "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] josephgordon-levitt brianmurray ronclement"
306,18162,land of the lost,"latest expedition, dr. rick marshal suck space-tim vortex alongsid research assist redneck survivalist. altern universe, trio make friend primat name chaka, alli world full dinosaur fantast creatures. alienlife-form dinosaur primat duringcreditssting [ { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 8 7 8 , "" n e "" : "" c e n c e f c n "" } ] willferrel annafriel bradsilberl"
307,138103,the expendables 3,"barney, christma rest team come face-to-fac conrad stonebanks, year ago co-found expend barney. stonebank subsequ becam ruthless arm trader someon barney forc kill… thought. stonebanks, elud death before, make mission end expend -- barney plans. barney decid fight old blood new blood, bring new era expend team members, recruit individu younger, faster tech-savvy. latest mission becom clash classic old-school style versu high-tech expertis expendables’ person battl yet. cia armsdeal sequel rescuemiss hospit battl sledgehamm revolv [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] sylvesterstallon jasonstatham patrickhugh"
308,257088,point break,"young undercov fbi agent infiltr gang thiev share common interest extrem sports. remak 1991 film, ""point break"". undercov undercoverag extremesport fbiagent 3d [ { "" "" : 2 8 , "" n e "" : "" c n "" } , { "" "" : 8 0 , "" n e "" : "" c r e "" } , { "" "" : 5 3 , "" n e "" : "" h r l l e r "" } ] edgarramírez lukebracey ericsoncor"
309,10214,son of the mask,"tim avery, aspir cartoonist, find predica dog stumbl upon mask loki. conceiv infant son ""born mask"", discov looney child rais be. babi mask vike [ { "" "" : 1 4 , "" n e "" : "" f n "" } , { "" "" : 3 5 , "" n e "" : "" c e "" } , { "" "" : 1 0 7 5 1 , "" n e "" : "" f l "" } , { "" "" : 1 2 , "" n e "" : "" v e n u r e "" } ] jamiekennedi alancum lawrenceguterman"
